Title,Price,Page,Image
"Electric Scooter Battery Baseboard Waterproof Bottom Battery Cover Plate Accessory for MAX G30",$24.48,www.amazon.com/Electric-Scooter-Baseboard-Waterproof-Accessory/dp/B0BBVBBZBB/ref=sr_1_302?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690661225&amp;sprefix=s%2Caps%2C6431&amp;sr=8-302,https://m.media-amazon.com/images/I/61jB98jYBPL._AC_UL320_.jpg
"13111261 E100 Electric Scooter (Pink) 32.5 x 16 x 36 & E100 Electric Scooter (Red)",Null,www.amazon.com/Razor-13111261-E100-Electric-Scooter/dp/B0BF5HHX66/ref=sr_1_303?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690661225&amp;sprefix=s%2Caps%2C6431&amp;sr=8-303,https://m.media-amazon.com/images/I/514dKMeLJkL._AC_UL320_.jpg
"10 Inch Electric Scooter Tire, Durable Thicken Widen Inflatable Tyre, 10×3.0 Tire & Inner Tube Set",Null,www.amazon.com/Electric-Scooter-Durable-Thicken-Inflatable/dp/B0C9QSHXS8/ref=sr_1_304?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690661225&amp;sprefix=s%2Caps%2C6431&amp;sr=8-304,https://m.media-amazon.com/images/I/61qP-pBpCtL._AC_UL320_.jpg
"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  12V Charger for Razor Power Core 90, DC 5.5mm Power Adapter, Electric Scooter Charger Cord Replacement Razor E90 E95 95, ePunk, XLR8R, Electric Scream Machine, Kids Ride On Toys - 6.5ft",$10.99,www.amazon.com/sspa/click?ie=UTF8&amp;spc=MTo2MDA0MTM0MjEzMTQ2OTcwOjE2OTA2NjEyMjU6c3BfbXRmOjMwMDAwNTk4OTQ3NDcwMjo6MDo6&amp;url=%2FBXIZXD-Charger-Adapter-Electric-Replacement%2Fdp%2FB0C6494S97%2Fref%3Dsr_1_305_sspa%3Fcrid%3D1UDILHFFBU3HS%26keywords%3Delectric%2Bscooter%26qid%3D1690661225%26sprefix%3Ds%252Caps%252C6431%26sr%3D8-305-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/71R45cSsIZL._AC_UL320_.jpg
"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  ARCADE Pro Scooters - Stunt Scooter for Kids 8 Years and Up - Perfect for Beginners Boys and Girls - Best Trick Scooter for BMX Freestyle Tricks",$74.99,www.amazon.com/sspa/click?ie=UTF8&amp;spc=MTo2MDA0MTM0MjEzMTQ2OTcwOjE2OTA2NjEyMjU6c3BfbXRmOjIwMDAxMTQzMjk5NjAyMTo6MDo6&amp;url=%2FArcade-Pro-Scooters-Beginners-Freestyle%2Fdp%2FB07GX4ZB7Q%2Fref%3Dsr_1_306_sspa%3Fcrid%3D1UDILHFFBU3HS%26keywords%3Delectric%2Bscooter%26qid%3D1690661225%26sprefix%3Ds%252Caps%252C6431%26sr%3D8-306-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/61MLlhsFGGL._AC_UL320_.jpg
"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  SR05 Electric Scooter for Kids Age of 6-12, Brushless Motor with Colorful Rainbow Lights",$189.00,www.amazon.com/sspa/click?ie=UTF8&amp;spc=MToxNjEwNDk2Mzk4NjQzOTE6MTY5MDU2NTQwNTpzcF9hdGY6MjAwMTEzNDEyNjc1ODk4OjowOjo&amp;url=%2FVOLPAM-Electric-Scooter-Brushless-Colorful%2Fdp%2FB0B9WDVBQ7%2Fref%3Dsr_1_1_sspa%3Fcrid%3D1UDILHFFBU3HS%26keywords%3Delectric%2Bscooter%26qid%3D1690565405%26sprefix%3Ds%252Caps%252C6431%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,https://m.media-amazon.com/images/I/61-F1NPD9-L._AC_UL320_.jpg
"MEGAWHEELS Electric Scooter Height Adjustabe Folding,Up to 5~7.5 Miles Long Range and 14.3 MPH Portable Folding Commuting Scooter for Boys and Girls with Double Braking System",Null,www.amazon.com/MEGAWHEELS-Electric-Scooter-Adjustabe-Scooter/dp/B09XV8GH5W/ref=sr_1_2?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-2,https://m.media-amazon.com/images/I/51eCbRruHRL._AC_UL320_.jpg
"SR05 Electric Scooter for Kids Age of 6-12, Brushless Motor with Colorful Rainbow Lights",$189.00,www.amazon.com/VOLPAM-Electric-Scooter-Brushless-Colorful/dp/B0B9WDVBQ7/ref=sr_1_3?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-3,https://m.media-amazon.com/images/I/61-F1NPD9-L._AC_UL320_.jpg
"Flare Electric Scooter | 8MPH, 3M Range, 6HR Charge, Speed-Battery Indicator, 6 Inch Front & 5.5 Inch Back Solid Tires, 132 LB Max Weight, Cert. & Tested - Safe for Kids",Null,www.amazon.com/Hover-1-Folding-Electric-Scooter-Lights/dp/B08H8TLSZG/ref=sr_1_4?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-4,https://m.media-amazon.com/images/I/517kAytenNL._AC_UL320_.jpg
"Electric Scooter for Kids, [Great Gift to Kids Age 6-12] Mcbob Kids Electric Scooter Colorful Ambient Light, LED Display, 3 Speeds 5/8/10Mph for Kids/Teens (Age 6-12)",$199.99,www.amazon.com/Electric-Scooter-Colorful-Ambient-Display/dp/B0BZD5DLZW/ref=sr_1_5?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-5,https://m.media-amazon.com/images/I/61ebJx8y0vL._AC_UL320_.jpg
"Xiaomi MI Electric Kick Scooter 4, 600W Motor, 18 Miles Long Range & 15.6mph, 10` Tubeless Tires, Dual Brakes, Commuting Electric Scooter for Adults & Teens",Null,www.amazon.com/Xiaomi-Electric-Scooter-Tubeless-Commuting/dp/B0BYTSWMQZ/ref=sr_1_6?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-6,https://m.media-amazon.com/images/I/51PM+3QKUzL._AC_UL320_.jpg
"Scooters - Jupiter Kick Scooter - Collapsible Portable Kids Push Scooter - Lightweight Folding Design with High Visibility RGB Light Up LEDs on Stem, Wheels, and Deck",$29.99,www.amazon.com/Jetson-Scooters-Collapsible-Lightweight-Visibility/dp/B0765Q57Y3/ref=sr_1_7?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-7,https://m.media-amazon.com/images/I/61DImZk6qnL._AC_UL320_.jpg
"Razor 13113614 E300 Electric Scooter",Null,www.amazon.com/Razor-Rechargeable-Electric-Motorized-Scooter/dp/B00MNKH8FK/ref=sr_1_8?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-8,https://m.media-amazon.com/images/I/61NXUtY2uBL._AC_UL320_.jpg
"Jetson Knight Adult Electric Scooter, LCD Display, Removeable Rechargeable Battery, Thumb Throttle, Easy-Folding Mechanism, Up To 20 MPH, Range of up to 16 Miles, Ages 12+, Black, JKNGH1-BLK",Null,www.amazon.com/Jetson-Electric-Motion-Activated-Easy-Folding-Mechanism/dp/B091MR6DNC/ref=sr_1_9?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-9,https://m.media-amazon.com/images/I/41woVY4AoKS._AC_UL320_.jpg
"PowerWing Caster Scooter",$54.72,www.amazon.com/Razor-PowerWing-DLX-Caster-Scooter/dp/B07QJT9K58/ref=sr_1_10?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-10,https://m.media-amazon.com/images/I/61hfPA+OW2S._AC_UL320_.jpg
"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Swagtron K8 Titan Folding Commuter Kick Scooter for Adults & Teens, Height-Adjustable, ABEC-9 Wheel Bearings",$79.99,www.amazon.com/sspa/click?ie=UTF8&amp;spc=MToxNjEwNDk2Mzk4NjQzOTE6MTY5MDU2NTQwNTpzcF9tdGY6MjAwMTU3OTEwMDA0MTk4OjowOjo&amp;url=%2FSwagtron-K8-Commuter-Lightweight-Height-Adjustable%2Fdp%2FB07MDK6YXS%2Fref%3Dsr_1_11_sspa%3Fcrid%3D1UDILHFFBU3HS%26keywords%3Delectric%2Bscooter%26qid%3D1690565405%26sprefix%3Ds%252Caps%252C6431%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/61KcYBkcjdL._AC_UL320_.jpg
"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  WhiteShark Mix Underwater Scooter Dual Motors, Action Camera Compatible, Water Sports Swimming Pool Scuba Diving for Kids/Adults",$319.99,www.amazon.com/sspa/click?ie=UTF8&amp;spc=MToxNjEwNDk2Mzk4NjQzOTE6MTY5MDU2NTQwNTpzcF9tdGY6MjAwMTcwOTQ0MDI1ODk4OjowOjo&amp;url=%2Fsublue-Whiteshark-Underwater-Smartphone-Snorkeling%2Fdp%2FB08NSZHMMR%2Fref%3Dsr_1_12_sspa%3Fcrid%3D1UDILHFFBU3HS%26keywords%3Delectric%2Bscooter%26qid%3D1690565405%26sprefix%3Ds%252Caps%252C6431%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/61BkS01fd7L._AC_UL320_.jpg
"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  WINDEK SUBLUE WhiteShark Mix Underwater Scooter with Action Camera Mount Dual Motor 40M Waterproof for Water Sports Swimming Pool & Diving & Snorkeling & Sea Adventures",$469.99,www.amazon.com/sspa/click?ie=UTF8&amp;spc=MToxNjEwNDk2Mzk4NjQzOTE6MTY5MDU2NTQwNTpzcF9tdGY6MjAwMDI1NzI2Mzk4NDQxOjowOjo&amp;url=%2FWINDEK-WhiteShark-Underwater-Waterproof-Snorkeling%2Fdp%2FB07ZH6QJL8%2Fref%3Dsr_1_13_sspa%3Fcrid%3D1UDILHFFBU3HS%26keywords%3Delectric%2Bscooter%26qid%3D1690565405%26sprefix%3Ds%252Caps%252C6431%26sr%3D8-13-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/51GIifrOJUL._AC_UL320_.jpg
"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  42V 2A Electric Scooter Charger for Gotrax Jetson, Power Charger Adapter Cable 1 Prong with 5.5mm tip Universal Compatible with 36V Li-ion Battery Bike Scooter Charger",$15.99,www.amazon.com/sspa/click?ie=UTF8&amp;spc=MToxNjEwNDk2Mzk4NjQzOTE6MTY5MDU2NTQwNTpzcF9tdGY6MzAwMDE4Mjg5MDQyNDAyOjowOjo&amp;url=%2FFalamiao-Electric-Scooter-Universal-Compatible%2Fdp%2FB0C7G4SYW9%2Fref%3Dsr_1_14_sspa%3Fcrid%3D1UDILHFFBU3HS%26keywords%3Delectric%2Bscooter%26qid%3D1690565405%26sprefix%3Ds%252Caps%252C6431%26sr%3D8-14-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/71VHqcRt+9L._AC_UL320_.jpg
"Foldable Kick Scooter - Stand Kick Scooter for Teens and Adults with Rubber Grip at Tip, Alloy Deck, Adjustable T-Bar Handlebar Height, Smooth Gliding Wheels, Easy Maneuvering",$67.99,www.amazon.com/Folding-Kick-Scooter-Adults-Kids/dp/B08T25Q5Y1/ref=sr_1_15?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-15,https://m.media-amazon.com/images/I/71IRA84az4S._AC_UL320_.jpg
"Kick Scooter for Kids Ages 8-12, Folding Scooter for Teens/Adults with 4 Adjustment Levels, Big 8` Wheels Scooters with Anti-Shock Suspension and Carry Strap, Adult Scooter up to 220lbs",$59.99,www.amazon.com/Scooter-Adjustment-Scooters-Anti-Shock-Suspension/dp/B09L5SHW72/ref=sr_1_16?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-16,https://m.media-amazon.com/images/I/61KuhGL9vkL._AC_UL320_.jpg
"YADEA Electric Scooter Adults KS5 Pro, Max Speeds 21.8 MPH, 37.2 Miles Long Range, 3 Adjustable Mode, Dual Shock Absorption; KS3 Lite, Max Speed 15.6 MPH, 12 Miles Range, Foldable Scooters for Commute",Null,www.amazon.com/YADEA-Electric-Scooter-Adults-Commuter/dp/B09R4L6XHF/ref=sr_1_17?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-17,https://m.media-amazon.com/images/I/61Cgxiz2QjL._AC_UL320_.jpg
"MotoTec Lowboy 60v 20ah 2500w Lithium Scooter Black",Null,www.amazon.com/MotoTec-Lowboy-2500w-Lithium-Scooter/dp/B08D7MTLTM/ref=sr_1_18?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-18,https://m.media-amazon.com/images/I/71vwvB3gKmL._AC_UL320_.jpg
"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  HUDORA Scooter for Kids Ages 6-12 - Scooter for Kids 8 Years and Up, Scooters for Teens 12 Years and Up, Adult Scooter with Big Wheels, Lightweight Durable All-Aluminum Frame Scooter",$80.99,www.amazon.com/sspa/click?ie=UTF8&amp;spc=MToxNjEwNDk2Mzk4NjQzOTE6MTY5MDU2NTQwNTpzcF9tdGY6MzAwMDAxMzk1OTEzMjAyOjowOjo&amp;url=%2FHUDORA-Scooter-Kids-Ages-6-12%2Fdp%2FB000YD02MO%2Fref%3Dsr_1_19_sspa%3Fcrid%3D1UDILHFFBU3HS%26keywords%3Delectric%2Bscooter%26qid%3D1690565405%26sprefix%3Ds%252Caps%252C6431%26sr%3D8-19-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/61YmLYzaEyL._AC_UL320_.jpg
"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Kick Scooter for Kids, 3 Wheels Toddlers Scooter for 6 Years Old Boys Girls Learn to Steer, Kids Scooter 4 Adjustable Height, Extra-Wide Deck, Flashing Wheel Lights for Children Gifts",$49.98,www.amazon.com/sspa/click?ie=UTF8&amp;spc=MToxNjEwNDk2Mzk4NjQzOTE6MTY5MDU2NTQwNTpzcF9tdGY6MjAwMDg1MjYwOTU3NjgxOjowOjo&amp;url=%2FToddlers-Adjustable-Extra-Wide-Flashing-Children%2Fdp%2FB08QCCN2MW%2Fref%3Dsr_1_20_sspa%3Fcrid%3D1UDILHFFBU3HS%26keywords%3Delectric%2Bscooter%26qid%3D1690565405%26sprefix%3Ds%252Caps%252C6431%26sr%3D8-20-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/61yVDY6ohML._AC_UL320_.jpg
"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Kick Scooter for Kids Ages 8-12, Folding Scooter for Teens/Adults with 4 Adjustment Levels, Big 8` Wheels Scooters with Anti-Shock Suspension and Carry Strap, Adult Scooter up to 220lbs",$59.99,www.amazon.com/sspa/click?ie=UTF8&amp;spc=MToxNjEwNDk2Mzk4NjQzOTE6MTY5MDU2NTQwNTpzcF9tdGY6MzAwMDE1NzI2NTM4MzAyOjowOjo&amp;url=%2FScooter-Adjustment-Scooters-Anti-Shock-Suspension%2Fdp%2FB09L5SHW72%2Fref%3Dsr_1_21_sspa%3Fcrid%3D1UDILHFFBU3HS%26keywords%3Delectric%2Bscooter%26qid%3D1690565405%26sprefix%3Ds%252Caps%252C6431%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/61KuhGL9vkL._AC_UL320_.jpg
"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Swimming Kickboard Electric Powered 3.9ft/s, 2 Speed Smart Water Sports Scooter Powered Floats for Kid Toddlers Adults Swim Aid Exercise Training Kick Board in Pool - Yellow  Yellow",$349.00,www.amazon.com/sspa/click?ie=UTF8&amp;spc=MToxNjEwNDk2Mzk4NjQzOTE6MTY5MDU2NTQwNTpzcF9tdGY6MzAwMDIyMzU2Nzk1OTAyOjowOjo&amp;url=%2FSwimming-Kickboard-Electric-Toddlers-Exercise%2Fdp%2FB0C9V7R48K%2Fref%3Dsr_1_22_sspa%3Fcrid%3D1UDILHFFBU3HS%26keywords%3Delectric%2Bscooter%26qid%3D1690565405%26sprefix%3Ds%252Caps%252C6431%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/71swKdFsygL._AC_UL320_.jpg
"LotFancy 24V 2A Battery Charger for Electric Scooter, Wheelchairs, for Jazzy Power Chair, Pride Mobility, Shoprider, Drive Medical, Bladez, Elite Traveller, Schwinn, Currie, iZip, eZip Mountain Trailz",$19.99,www.amazon.com/LotFancy-Electric-Wheelchairs-Mobility-Traveller/dp/B00273S94C/ref=sr_1_23?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-23,https://m.media-amazon.com/images/I/71BILXmbFlL._AC_UL320_.jpg
"Ninebot MAX Electric KickScooter- MAX G2/G30P/G30LP Power by 350W-1000W Motor, 25-43 Miles Long Range, 18.6-22 MPH, 10` Tire, Electric Scooter for Adults",Null,www.amazon.com/Segway-Electric-eKickScooter-Lightweight-Foldable/dp/B0CCS6QN6D/ref=sr_1_24?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-24,https://m.media-amazon.com/images/I/41kGpqUpkAL._AC_UL320_.jpg
"UberScoot 1600w 48v Electric Scooter, Black, Large",Null,www.amazon.com/UberScoot-EVO-1600-1600w-Electric-Scooter/dp/B0100QMBWI/ref=sr_1_25?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-25,https://m.media-amazon.com/images/I/61A41dulPaL._AC_UL320_.jpg
"New M5 Pro Electric Kick Scooter for Adults, Honeycomb Off-Road Tires, Large LED Panel, App Control, 350W Motor, 19MPH 18.5Miles, Long-Range Battery, for Commuter/Travel, Foldable Scooter",Null,www.amazon.com/MICROGO-M5-Pro-Pneumatic-Long-Range/dp/B096Z867VS/ref=sr_1_26?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-26,https://m.media-amazon.com/images/I/71xVy-UUl9L._AC_UL320_.jpg
"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  WAYPLUS Kick Scooter for Ages 6+,Kid, Teens & Adults. Max Load 240 LBS. Foldable, Lightweight, 8IN Big Wheels for Kids, Teen and Adults, 4 Adjustable Levels. Bearing ABEC9",$69.99,www.amazon.com/sspa/click?ie=UTF8&amp;spc=MToxNjEwNDk2Mzk4NjQzOTE6MTY5MDU2NTQwNTpzcF9tdGY6MjAwMTc2Mjc4NTAxNjk4OjowOjo&amp;url=%2FWAYPLUS-Scooter-Foldable-Lightweight-Adjustable%2Fdp%2FB09ZY6M8XH%2Fref%3Dsr_1_27_sspa%3Fcrid%3D1UDILHFFBU3HS%26keywords%3Delectric%2Bscooter%26qid%3D1690565405%26sprefix%3Ds%252Caps%252C6431%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/71wL2HTa9wL._AC_UL320_.jpg
"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Scooters for Kids 3 Wheel Kick Scooter for Toddlers Girls & Boys, 4 Adjustable Height, Lean to Steer, Extra-Wide Deck, Light Up Wheels for Children from 3 to 14 Years Old",$44.99,www.amazon.com/sspa/click?ie=UTF8&amp;spc=MToxNjEwNDk2Mzk4NjQzOTE6MTY5MDU2NTQwNTpzcF9tdGY6MjAwMTQwNzMzMDYzODk4OjowOjo&amp;url=%2FScooters-Scooter-Toddlers-Wheels-Children%2Fdp%2FB09NQJXX9L%2Fref%3Dsr_1_28_sspa%3Fcrid%3D1UDILHFFBU3HS%26keywords%3Delectric%2Bscooter%26qid%3D1690565405%26sprefix%3Ds%252Caps%252C6431%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/71lgJou7xzL._AC_UL320_.jpg
"SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Electric Scooter Bag, Waterproof Electric Scooter Storage Bag Front Hanging EVA Handlebar Bag Accessories Bike Durable Multi-Purpose Saddle Bag Scooter Head Handle Bag for Segway/Hiboy/Gotrax/Xiaomi",$9.89,www.amazon.com/sspa/click?ie=UTF8&amp;spc=MToxNjEwNDk2Mzk4NjQzOTE6MTY5MDU2NTQwNTpzcF9tdGY6MzAwMDE1MDg1NDY5OTAyOjowOjo&amp;url=%2FElectric-Waterproof-Handlebar-Accessories-Multi-Purpose%2Fdp%2FB0C4GCG4ZR%2Fref%3Dsr_1_29_sspa%3Fcrid%3D1UDILHFFBU3HS%26keywords%3Delectric%2Bscooter%26qid%3D1690565405%26sprefix%3Ds%252Caps%252C6431%26sr%3D8-29-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,https://m.media-amazon.com/images/I/812GJ0ezOmL._AC_UL320_.jpg
"MotoTec Uberscoot 2X 50Cc Scooter by Evo Powerboards, includes Mixture Container",Null,www.amazon.com/MotoTec-Uberscoot-50Cc-Scooter-Powerboards/dp/B00BGNI00M/ref=sr_1_30?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-30,https://m.media-amazon.com/images/I/61b8I80KlBL._AC_UL320_.jpg
"WAYPLUS Kick Scooter for Ages 6+,Kid, Teens & Adults. Max Load 240 LBS. Foldable, Lightweight, 8IN Big Wheels for Kids, Teen and Adults, 4 Adjustable Levels. Bearing ABEC9",$69.99,www.amazon.com/WAYPLUS-Scooter-Foldable-Lightweight-Adjustable/dp/B09ZY6M8XH/ref=sr_1_31?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-31,https://m.media-amazon.com/images/I/71wL2HTa9wL._AC_UL320_.jpg
"TONBUX Kids Scooter for Age 3-12, Toddler Scooter with 4 Adjustable Heights, Light Up 3-Wheels Scooter, Shock Absorption Design, Lean to Steer, Balance Training Scooter for Kids",$79.98,www.amazon.com/TONBUX-Adjustable-3-Wheels-Absorption-Training/dp/B08T8RY9VK/ref=sr_1_32?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-32,https://m.media-amazon.com/images/I/51iDYJJ1JvL._AC_UL320_.jpg
"Aero Big Wheels Kick Scooter for Kids 8 Years Old, Teens 12 Years and up, Youth and Adults. Commuter Scooters with Shock Absorption, Lightweight, Foldable and Height Adjustable…",$89.98,www.amazon.com/Commuter-Scooters-Absorption-Foldable-Adjustable/dp/B09Z7RKM49/ref=sr_1_33?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-33,https://m.media-amazon.com/images/I/61ub2VDZufL._AC_UL320_.jpg
"Scooter Controller Board 350W 36V Electric Scooter M365/PRO Dashboard Control Brakes and Displays with APP Control & Digital Display Function Controller Kit for Xiaomi M365 /Pro Scooter Parts",$51.99,www.amazon.com/Controller-Electric-Dashboard-Displays-Function/dp/B0B6VXYNX6/ref=sr_1_34?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-34,https://m.media-amazon.com/images/I/61aje0VNVZL._AC_UL320_.jpg
"SUNGOOYUE Electric Scooter Brake Throttle, Electric Scooter Thumb Throttle Speed Control Finger Brake DIY Part for Electric Scooter Accessory",$8.79,www.amazon.com/SUNGOOYUE-Electric-Scooter-Throttle-Accessory/dp/B0B9BW17L3/ref=sr_1_35?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-35,https://m.media-amazon.com/images/I/51K2aNKKlFL._AC_UL320_.jpg
"HUDORA Scooter for Kids Ages 6-12 - Scooter for Kids 8 Years and Up, Scooters for Teens 12 Years and Up, Adult Scooter with Big Wheels, Lightweight Durable All-Aluminum Frame Scooter",$80.99,www.amazon.com/HUDORA-Folding-Scooter-Adjustable-Reinforced/dp/B00H4VSO9M/ref=sr_1_36?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-36,https://m.media-amazon.com/images/I/61xjavXqcIL._AC_UL320_.jpg
"Dash Teen/Adult Kick Scooter - 800+lb Capacity - Life Long Backing - QuickClick Latch Folding Mechanism - Front & Rear Brake",$249.00,www.amazon.com/XOOTR-Teen-Adult-Kick-Scooter/dp/B07N1TKTVY/ref=sr_1_37?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-37,https://m.media-amazon.com/images/I/61469sTGqIL._AC_UL320_.jpg
"Razor A5 Air Kick Scooter for Kids Ages 8+ - Extra-Long Deck, 8` Pneumatic Rubber Wheels, Foldable, Anti-Rattle Handlebars, For Riders up to 220 lbs",$93.95,www.amazon.com/Razor-A5-Air-Kick-Scooter/dp/B07QDF18K3/ref=sr_1_38?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-38,https://m.media-amazon.com/images/I/71bLIhVAqVL._AC_UL320_.jpg
"Hudora Scooter for Adults - Folding Adult Scooters Adjustable Height, Scooters for Teens 12 Years and up, Kick Scooter for Outdoor Use, Lightweight Durable All-Aluminum Frame",$93.39,www.amazon.com/Hudora-Scooter-Adults-300-Lbs/dp/B08GCDLYR3/ref=sr_1_39?crid=1UDILHFFBU3HS&amp;keywords=electric+scooter&amp;qid=1690565405&amp;sprefix=s%2Caps%2C6431&amp;sr=8-39,https://m.media-amazon.com/images/I/61Sz9R56ESL._AC_UL320_.jpg
